Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2021,IA,Iowa,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Overall,Overall,2261,26.3,25.1,27.5,3663,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,19,BO1,CAT1,_MENT14D,RESP223,"(42.46940091300047, -93.81649055599968)"
2021,WI,Wisconsin,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$25,000-$34,999",Household Income,156,26.9,21.6,32.2,3732,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,55,INCOME03,CAT6,_MENT14D,RESP223,"(44.39319117400049, -89.81637074199966)"
2021,KY,Kentucky,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$35,000-$49,999",Household Income,394,62.7,57.4,68.0,3734,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,21,INCOME04,CAT6,_MENT14D,RESP222,"(37.645970271000465, -84.77497104799966)"
2021,OK,Oklahoma,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,55-64,Age Group,153,17.0,13.9,20.0,3685,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,40,AGE05,CAT3,_MENT14D,RESP224,"(35.47203135600046, -97.52107021399968)"
2021,NE,Nebraska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$50,000-$99,999",Household Income,366,12.5,10.9,14.0,3739,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,31,INCOME05,CAT6,_MENT14D,RESP224,"(41.6410409880005, -99.36572062299967)"
2021,PR,Puerto Rico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$25,000-$34,999",Household Income,43,10.3,5.8,14.8,3732,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,72,INCOME03,CAT6,_MENT14D,RESP223,"(18.220833, -66.590149)"
2021,HI,Hawaii,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,18-24,Age Group,250,48.9,43.5,54.2,3671,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,15,AGE01,CAT3,_MENT14D,RESP222,"(21.304850435000446, -157.85774940299973)"
2021,CO,Colorado,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"White, non-Hispanic",Race/Ethnicity,4304,53.6,52.3,55.0,3689,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,08,RACE01,CAT4,_MENT14D,RESP222,"(38.843840757000464, -106.13361092099967)"
2021,WY,Wyoming,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,35-44,Age Group,121,24.4,20.0,28.8,3678,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,56,AGE03,CAT3,_MENT14D,RESP223,"(43.23554134300048, -108.10983035299967)"
2021,CO,Colorado,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Some post-H.S.,Education Attained,437,17.8,16.0,19.6,3721,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,08,EDUCA3,CAT5,_MENT14D,RESP224,"(38.843840757000464, -106.13361092099967)"
2021,ID,Idaho,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,65+,Age Group,1768,77.9,75.9,79.9,3686,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,16,AGE09,CAT3,_MENT14D,RESP222,"(43.682630005000476, -114.3637300419997)"
2021,NY,New York,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,45-54,Age Group,3696,62.5,60.4,64.5,3680,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,36,AGE04,CAT3,_MENT14D,RESP222,"(42.82700103200045, -75.54397042699964)"
2021,MS,Mississippi,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$15,000-$24,999",Household Income,315,59.9,54.2,65.5,3728,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,28,INCOME02,CAT6,_MENT14D,RESP222,"(32.745510099000455, -89.53803082499968)"
2021,WA,Washington,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Multiracial, non-Hispanic",Race/Ethnicity,66,24.7,17.6,31.8,3709,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,53,RACE07,CAT4,_MENT14D,RESP224,"(47.52227862900048, -120.47001078999972)"
2021,VT,Vermont,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Overall,Overall,803,15.6,14.1,17.1,3664,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,50,BO1,CAT1,_MENT14D,RESP224,"(43.62538123900049, -72.51764079099962)"
2021,PA,Pennsylvania,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Black, non-Hispanic",Race/Ethnicity,116,16.1,12.9,19.4,3694,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,42,RACE02,CAT4,_MENT14D,RESP224,"(40.79373015200048, -77.86070029399963)"
2021,VT,Vermont,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$100,000-$199,999",Household Income,102,12.3,9.0,15.6,3742,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,50,INCOME06,CAT6,_MENT14D,RESP224,"(43.62538123900049, -72.51764079099962)"
2021,IL,Illinois,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Some post-H.S.,Education Attained,475,57.0,52.8,61.1,3719,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,17,EDUCA3,CAT5,_MENT14D,RESP222,"(40.48501028300046, -88.99771017799969)"
2021,WY,Wyoming,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,35-44,Age Group,252,58.6,53.3,63.8,3677,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,56,AGE03,CAT3,_MENT14D,RESP222,"(43.23554134300048, -108.10983035299967)"
2021,MA,Massachusetts,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,25-34,Age Group,464,48.2,44.2,52.2,3674,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,25,AGE02,CAT3,_MENT14D,RESP222,"(42.27687047000046, -72.08269067499964)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$15,000-$24,999",Household Income,537,56.0,51.5,60.6,3728,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,INCOME02,CAT6,_MENT14D,RESP222,"(34.865970280000454, -111.76381127699972)"
2021,CO,Colorado,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$50,000-$99,999",Household Income,824,33.0,30.8,35.1,3738,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,08,INCOME05,CAT6,_MENT14D,RESP223,"(38.843840757000464, -106.13361092099967)"
2021,WV,West Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Overall,Overall,1114,19.4,18.1,20.6,3664,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,54,BO1,CAT1,_MENT14D,RESP224,"(38.66551020200046, -80.71264013499967)"
2021,WV,West Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,65+,Age Group,291,12.6,11.0,14.2,3688,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,54,AGE09,CAT3,_MENT14D,RESP224,"(38.66551020200046, -80.71264013499967)"
2021,NJ,New Jersey,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Overall,Overall,968,13.3,12.3,14.4,3664,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,34,BO1,CAT1,_MENT14D,RESP224,"(40.13057004800049, -74.27369128799967)"
2021,MS,Mississippi,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,35-44,Age Group,88,21.0,15.9,26.0,3679,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,28,AGE03,CAT3,_MENT14D,RESP224,"(32.745510099000455, -89.53803082499968)"
2021,VI,Virgin Islands,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,65+,Age Group,330,78.0,65.4,90.5,3686,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,78,AGE09,CAT3,_MENT14D,RESP222,"(18.335765, -64.896335)"
2021,GA,Georgia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,25-34,Age Group,141,19.1,15.4,22.8,3676,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,13,AGE02,CAT3,_MENT14D,RESP224,"(32.83968109300048, -83.62758034599966)"
2021,KS,Kansas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Hispanic,Race/Ethnicity,458,57.6,53.7,61.5,3710,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,20,RACE08,CAT4,_MENT14D,RESP222,"(38.34774030000045, -98.20078122699965)"
2021,ND,North Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$200,000+",Household Income,142,67.7,58.7,76.8,3743,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,38,INCOME07,CAT6,_MENT14D,RESP222,"(47.47531977900047, -100.11842104899966)"
2021,CO,Colorado,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,33,26.7,17.3,36.2,3705,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,08,RACE06,CAT4,_MENT14D,RESP223,"(38.843840757000464, -106.13361092099967)"
2021,OR,Oregon,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Hispanic,Race/Ethnicity,261,58.9,53.8,64.0,3710,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,41,RACE08,CAT4,_MENT14D,RESP222,"(44.56744942400047, -120.15503132599969)"
2021,CO,Colorado,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Hispanic,Race/Ethnicity,241,13.9,12.1,15.7,3712,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,08,RACE08,CAT4,_MENT14D,RESP224,"(38.843840757000464, -106.13361092099967)"
2021,NC,North Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Hispanic,Race/Ethnicity,82,15.9,12.1,19.8,3711,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,37,RACE08,CAT4,_MENT14D,RESP223,"(35.466220975000454, -79.15925046299964)"
2021,HI,Hawaii,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$35,000-$49,999",Household Income,222,24.6,20.7,28.5,3735,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,15,INCOME04,CAT6,_MENT14D,RESP223,"(21.304850435000446, -157.85774940299973)"
2021,UT,Utah,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,H.S. or G.E.D.,Education Attained,675,31.0,28.6,33.4,3717,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,49,EDUCA2,CAT5,_MENT14D,RESP223,"(39.360700171000474, -111.58713063499971)"
2021,UT,Utah,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,55-64,Age Group,394,24.5,22.0,27.1,3684,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,49,AGE05,CAT3,_MENT14D,RESP223,"(39.360700171000474, -111.58713063499971)"
2021,OR,Oregon,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Overall,Overall,832,16.4,15.2,17.6,3664,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,41,BO1,CAT1,_MENT14D,RESP224,"(44.56744942400047, -120.15503132599969)"
2021,RI,Rhode Island,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$25,000-$34,999",Household Income,293,55.8,49.9,61.6,3731,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,44,INCOME03,CAT6,_MENT14D,RESP222,"(41.70828019300046, -71.52247031399963)"
2021,RI,Rhode Island,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,25-34,Age Group,278,48.2,43.6,52.8,3674,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,44,AGE02,CAT3,_MENT14D,RESP222,"(41.70828019300046, -71.52247031399963)"
2021,OH,Ohio,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,35-44,Age Group,558,29.5,26.6,32.3,3678,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,39,AGE03,CAT3,_MENT14D,RESP223,"(40.06021014100048, -82.40426005599966)"
2021,GA,Georgia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Black, non-Hispanic",Race/Ethnicity,248,14.2,11.7,16.7,3694,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,13,RACE02,CAT4,_MENT14D,RESP224,"(32.83968109300048, -83.62758034599966)"
2021,AL,Alabama,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$100,000-$199,999",Household Income,153,29.0,24.0,34.0,3741,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,01,INCOME06,CAT6,_MENT14D,RESP223,"(32.84057112200048, -86.63186076199969)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Less than H.S.,Education Attained,409,64.0,59.0,69.0,3713,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,EDUCA1,CAT5,_MENT14D,RESP222,"(34.865970280000454, -111.76381127699972)"
2021,KY,Kentucky,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Some post-H.S.,Education Attained,320,22.8,19.9,25.8,3720,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,21,EDUCA3,CAT5,_MENT14D,RESP223,"(37.645970271000465, -84.77497104799966)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Less than H.S.,Education Attained,25,19.1,11.0,27.2,3715,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,11,EDUCA1,CAT5,_MENT14D,RESP224,"(38.89037138500049, -77.03196112699965)"
2021,MT,Montana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,55-64,Age Group,150,11.8,9.6,14.0,3685,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,30,AGE05,CAT3,_MENT14D,RESP224,"(47.06652897200047, -109.42442064499971)"
2021,MO,Missouri,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Multiracial, non-Hispanic",Race/Ethnicity,101,40.4,31.2,49.7,3707,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,29,RACE07,CAT4,_MENT14D,RESP222,"(38.635790776000476, -92.56630005299968)"
2021,GA,Georgia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,35,52.4,33.0,71.9,3695,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,13,RACE03,CAT4,_MENT14D,RESP222,"(32.83968109300048, -83.62758034599966)"
